sample_idx,true_l3,true_w4,rank,l3,w4,curve_mae_dB,freq_err_MHz,depth_err_dB
26,12.0,1.5,7,10.12739372253418,1.6227302551269531,1.3467493057250977,0.0,3.3850746154785156
26,12.0,1.5,8,12.95036506652832,1.722233533859253,1.4046112298965454,1974.3589999999997,6.574787139892578
26,12.0,1.5,9,13.198051452636719,1.152995228767395,1.46001398563385,0.0,3.3771896362304688
26,12.0,1.5,10,11.93089485168457,0.885181725025177,1.5574737787246704,0.0,1.0726432800292969
27,12.0,2.0,1,12.109417915344238,1.787240982055664,0.9795980453491211,1974.3589999999997,5.670555114746094
27,12.0,2.0,2,12.95036506652832,1.722233533859253,1.166499137878418,0.0,8.7344970703125
27,12.0,2.0,3,13.160544395446777,2.2593765258789062,1.2530543804168701,5205.128000000001,3.816274642944336
27,12.0,2.0,4,13.860359191894531,1.9609384536743164,1.3538774251937866,3051.2819999999997,9.192258834838867
27,12.0,2.0,5,11.436910629272461,2.315767288208008,1.358976125717163,5205.128000000001,4.652400970458984
27,12.0,2.0,6,13.789267539978027,2.2799973487854004,1.4192270040512085,5205.128000000001,3.1057472229003906
27,12.0,2.0,7,11.854026794433594,2.375211477279663,1.4224554300308228,5205.128000000001,4.714290618896484
27,12.0,2.0,8,9.592357635498047,1.8535736799240112,1.60247004032135,1974.3589999999997,2.8832778930664062
27,12.0,2.0,9,11.337157249450684,1.6130121946334839,1.7076228857040405,1974.3589999999997,0.0039691925048828125
27,12.0,2.0,10,11.493688583374023,2.6334750652313232,1.7570136785507202,179.48699999999997,5.586429595947266
28,12.0,2.5,1,13.160544395446777,2.2593765258789062,0.7953841090202332,0.0,2.7755870819091797
28,12.0,2.5,2,11.493688583374023,2.6334750652313232,0.871512770652771,5025.6410000000005,4.545742034912109
28,12.0,2.5,3,13.789267539978027,2.2799973487854004,0.898573100566864,0.0,2.0650596618652344
28,12.0,2.5,4,11.854026794433594,2.375211477279663,0.9460437893867493,0.0,3.673603057861328
28,12.0,2.5,5,11.436910629272461,2.315767288208008,1.0048553943634033,0.0,3.611713409423828
28,12.0,2.5,6,11.170792579650879,2.7130703926086426,1.0797967910766602,5025.6410000000005,4.259418487548828
28,12.0,2.5,7,14.100460052490234,2.4432027339935303,1.2141457796096802,0.0,1.2770004272460938
28,12.0,2.5,8,9.464669227600098,1.9363402128219604,1.3324881792068481,3230.7690000000002,3.9197998046875
28,12.0,2.5,9,13.860359191894531,1.9609384536743164,1.344248652458191,2153.8460000000005,8.151571273803711
28,12.0,2.5,10,13.490217208862305,2.715855121612549,1.381054162979126,0.0,0.9842109680175781
29,12.0,3.0,1,11.602643013000488,3.048757314682007,0.5363806486129761,0.0,1.120492935180664
29,12.0,3.0,2,11.433938026428223,3.312852382659912,0.7409475445747375,5025.6410000000005,4.196802139282227
29,12.0,3.0,3,13.181862831115723,3.0408449172973633,0.8572660684585571,0.0,3.026081085205078
29,12.0,3.0,4,13.490217208862305,2.715855121612549,0.9304008483886719,0.0,9.912555694580078
29,12.0,3.0,5,10.698713302612305,3.3284213542938232,0.9464832544326782,897.4360000000004,2.3310279846191406
29,12.0,3.0,6,14.100460052490234,2.4432027339935303,1.2102622985839844,0.0,10.205345153808594
29,12.0,3.0,7,10.467236518859863,3.550112009048462,1.2440706491470337,897.4360000000004,1.0206165313720703
29,12.0,3.0,8,13.789267539978027,2.2799973487854004,1.329482078552246,0.0,6.863285064697266
29,12.0,3.0,9,13.341568946838379,3.4235587120056152,1.3828096389770508,0.0,2.5115232467651367
29,12.0,3.0,10,13.89482307434082,3.326040506362915,1.4312703609466553,0.0,1.8122444152832031
30,12.0,3.5,1,11.867725372314453,3.778554916381836,0.30021923780441284,4307.691999999999,0.8684892654418945
30,12.0,3.5,2,12.420328140258789,3.639885902404785,0.38380807638168335,5205.128000000001,1.1877355575561523
30,12.0,3.5,3,13.113875389099121,3.512557029724121,0.5971812009811401,5205.128000000001,0.8573293685913086
30,12.0,3.5,4,13.78320026397705,3.9497766494750977,0.8513792157173157,2871.7949999999996,1.2759065628051758
30,12.0,3.5,5,9.976305961608887,3.868565559387207,0.9358776211738586,4307.691999999999,6.023695945739746
30,12.0,3.5,6,10.248148918151855,3.676482677459717,0.9399104118347168,4307.691999999999,4.9500532150268555
30,12.0,3.5,7,13.89482307434082,3.326040506362915,1.009964942932129,5205.128000000001,6.804688453674316
30,12.0,3.5,8,11.433938026428223,3.312852382659912,1.034233808517456,179.48699999999997,0.7956418991088867
30,12.0,3.5,9,14.705958366394043,3.6402552127838135,1.1979900598526,5205.128000000001,6.0181474685668945
30,12.0,3.5,10,13.181862831115723,3.0408449172973633,1.2496246099472046,5205.128000000001,8.018525123596191
31,12.0,4.0,1,11.867725372314453,3.778554916381836,0.36287328600883484,1435.8970000000002,0.7086477279663086
31,12.0,4.0,2,12.521220207214355,3.9012372493743896,0.38899683952331543,0.0,1.0374317169189453
31,12.0,4.0,3,13.78320026397705,3.9497766494750977,0.7393619418144226,0.0,1.1160650253295898
31,12.0,4.0,4,13.113875389099121,3.512557029724121,0.7675969004631042,2333.3330000000005,1.0171709060668945
31,12.0,4.0,5,9.976305961608887,3.868565559387207,0.9153746366500854,1435.8970000000002,6.183537483215332
31,12.0,4.0,6,10.248148918151855,3.676482677459717,1.028667688369751,1435.8970000000002,5.109894752502441
31,12.0,4.0,7,13.89482307434082,3.326040506362915,1.1465015411376953,2333.3330000000005,6.964529991149902
31,12.0,4.0,8,14.705958366394043,3.6402552127838135,1.1852619647979736,2333.3330000000005,6.1779890060424805
31,12.0,4.0,9,11.433938026428223,3.312852382659912,1.343679666519165,2692.3079999999995,0.9554834365844727
31,12.0,4.0,10,15.086280822753906,3.651463270187378,1.3907808065414429,2333.3330000000005,9.245217323303223
32,13.0,0.5,1,13.373682022094727,0.6801756024360657,0.7086504697799683,358.97399999999993,1.3403987884521484
32,13.0,0.5,2,13.739316940307617,0.5243324637413025,1.2530463933944702,358.97399999999993,5.94566535949707
32,13.0,0.5,3,13.986385345458984,0.8971573114395142,1.313015103340149,358.97399999999993,0.28395843505859375
32,13.0,0.5,4,11.996320724487305,0.6100021600723267,1.4652025699615479,0.0,0.6981182098388672
32,13.0,0.5,5,14.300178527832031,0.6291043162345886,1.8327150344848633,358.97399999999993,4.599481582641602
32,13.0,0.5,6,13.198051452636719,1.152995228767395,1.9429643154144287,0.0,0.7552280426025391
32,13.0,0.5,7,14.664580345153809,0.7694296836853027,1.9923778772354126,358.97399999999993,0.8065700531005859
32,13.0,0.5,8,11.247475624084473,0.8160141706466675,2.080143928527832,0.0,0.5840473175048828
32,13.0,0.5,9,13.808919906616211,1.3007935285568237,2.4144062995910645,1076.9229999999998,0.08267021179199219
32,13.0,0.5,10,14.832056999206543,1.11028254032135,2.4692749977111816,1076.9229999999998,2.831541061401367
33,13.0,1.0,1,13.198051452636719,1.152995228767395,0.6943708658218384,0.0,0.5215187072753906
33,13.0,1.0,2,12.96141529083252,1.3812379837036133,1.0440919399261475,0.0,0.42222023010253906
33,13.0,1.0,3,12.6485595703125,1.2977731227874756,1.0508530139923096,0.0,2.8867645263671875
33,13.0,1.0,4,13.808919906616211,1.3007935285568237,1.1140590906143188,1076.9229999999998,0.3163795471191406
33,13.0,1.0,5,11.93089485168457,0.885181725025177,1.174525260925293,0.0,2.8260650634765625
33,13.0,1.0,6,13.986385345458984,0.8971573114395142,1.5067284107208252,358.97399999999993,0.5176677703857422
33,13.0,1.0,7,11.247475624084473,0.8160141706466675,1.612410545349121,0.0,0.3503379821777344
33,13.0,1.0,8,12.95036506652832,1.722233533859253,1.7520736455917358,1974.3589999999997,2.6760787963867188
33,13.0,1.0,9,13.373682022094727,0.6801756024360657,1.7569468021392822,358.97399999999993,1.106689453125
33,13.0,1.0,10,11.487858772277832,1.402795672416687,1.9466075897216797,0.0,6.410648345947266
34,13.0,1.5,1,12.96141529083252,1.3812379837036133,0.7737333178520203,0.0,4.199934005737305
34,13.0,1.5,2,12.95036506652832,1.722233533859253,0.8335601687431335,1974.3589999999997,1.1016349792480469
34,13.0,1.5,3,13.808919906616211,1.3007935285568237,0.9617603421211243,1076.9229999999998,3.461334228515625
34,13.0,1.5,4,12.6485595703125,1.2977731227874756,0.9739006161689758,0.0,6.664478302001953
34,13.0,1.5,5,13.198051452636719,1.152995228767395,1.1030597686767578,0.0,4.299232482910156
34,13.0,1.5,6,12.109417915344238,1.787240982055664,1.3361533880233765,0.0,4.165576934814453
34,13.0,1.5,7,13.860359191894531,1.9609384536743164,1.504067063331604,1076.9229999999998,0.6438732147216797
34,13.0,1.5,8,14.832056999206543,1.11028254032135,1.5252797603607178,1076.9229999999998,0.71246337890625
34,13.0,1.5,9,14.473864555358887,1.7727036476135254,1.5318858623504639,1076.9229999999998,2.8038177490234375
34,13.0,1.5,10,14.855951309204102,1.6002459526062012,1.6202077865600586,1076.9229999999998,3.212350845336914
35,13.0,2.0,1,11.493688583374023,2.6334750652313232,0.8583146333694458,897.4359999999999,0.7256622314453125
35,13.0,2.0,2,13.860359191894531,1.9609384536743164,0.9487884640693665,1974.3589999999997,4.331491470336914
35,13.0,2.0,3,11.854026794433594,2.375211477279663,0.9632487297058105,4128.205,0.14647674560546875
35,13.0,2.0,4,11.170792579650879,2.7130703926086426,1.0233203172683716,897.4359999999999,0.43933868408203125
35,13.0,2.0,5,11.436910629272461,2.315767288208008,1.028281807899475,4128.205,0.20836639404296875
35,13.0,2.0,6,13.160544395446777,2.2593765258789062,1.0456188917160034,4128.205,1.0444927215576172
35,13.0,2.0,7,13.789267539978027,2.2799973487854004,1.269802451133728,4128.205,1.7550201416015625
35,13.0,2.0,8,10.454599380493164,2.7169132232666016,1.3139777183532715,897.4359999999999,0.967803955078125
35,13.0,2.0,9,14.473864555358887,1.7727036476135254,1.3246746063232422,1974.3589999999997,2.1715469360351562
35,13.0,2.0,10,12.95036506652832,1.722233533859253,1.4022077322006226,1076.9229999999998,3.873729705810547
36,13.0,2.5,1,13.789267539978027,2.2799973487854004,0.6744669079780579,0.0,2.272340774536133
36,13.0,2.5,2,13.160544395446777,2.2593765258789062,0.7838232517242432,0.0,2.982868194580078
36,13.0,2.5,3,11.601466178894043,2.8099441528320312,0.7933639287948608,5025.6410000000005,7.040910720825195
36,13.0,2.5,4,14.100460052490234,2.4432027339935303,0.8708504438400269,0.0,1.0697193145751953
36,13.0,2.5,5,13.490217208862305,2.715855121612549,1.0602718591690063,0.0,0.7769298553466797
36,13.0,2.5,6,11.170792579650879,2.7130703926086426,1.07607102394104,5025.6410000000005,4.466699600219727
36,13.0,2.5,7,13.860359191894531,1.9609384536743164,1.202075719833374,2153.8460000000005,8.35885238647461
36,13.0,2.5,8,11.854026794433594,2.375211477279663,1.248184084892273,0.0,3.8808841705322266
36,13.0,2.5,9,11.329833030700684,2.38769793510437,1.3271528482437134,0.0,3.8991336822509766
36,13.0,2.5,10,14.473864555358887,1.7727036476135254,1.486127257347107,2153.8460000000005,6.198907852172852
37,13.0,3.0,1,13.181862831115723,3.0408449172973633,0.4591151773929596,0.0,0.05341529846191406
37,13.0,3.0,2,13.490217208862305,2.715855121612549,0.8300868272781372,0.0,6.833059310913086
37,13.0,3.0,3,11.433938026428223,3.312852382659912,0.9661771655082703,5025.6410000000005,7.276298522949219
37,13.0,3.0,4,13.89482307434082,3.326040506362915,1.0171798467636108,0.0,1.267251968383789
37,13.0,3.0,5,13.341568946838379,3.4235587120056152,1.0386704206466675,0.0,5.591019630432129
37,13.0,3.0,6,14.654858589172363,2.7581048011779785,1.0449774265289307,0.0,10.557209014892578
37,13.0,3.0,7,11.602643013000488,3.048757314682007,1.0755772590637207,0.0,4.199989318847656
37,13.0,3.0,8,14.100460052490234,2.4432027339935303,1.1721301078796387,0.0,7.125848770141602
37,13.0,3.0,9,12.455559730529785,3.6239564418792725,1.211111068725586,0.0,9.087357521057129
37,13.0,3.0,10,15.177958488464355,2.8714752197265625,1.2712938785552979,0.0,8.871339797973633
38,13.0,3.5,1,12.455559730529785,3.6239564418792725,0.3864065706729889,5205.128000000001,1.087296485900879
38,13.0,3.5,2,13.113875389099121,3.512557029724121,0.3918527066707611,5205.128000000001,0.7854499816894531
38,13.0,3.5,3,11.867725372314453,3.778554916381836,0.5411738157272339,4307.691999999999,0.94036865234375
38,13.0,3.5,4,13.89482307434082,3.326040506362915,0.726629912853241,5205.128000000001,6.732809066772461
38,13.0,3.5,5,13.78320026397705,3.9497766494750977,0.7634439468383789,2871.7949999999996,1.3477859497070312
38,13.0,3.5,6,14.705958366394043,3.6402552127838135,0.8706545829772949,5205.128000000001,5.946268081665039
38,13.0,3.5,7,13.181862831115723,3.0408449172973633,1.056682825088501,5205.128000000001,7.946645736694336
38,13.0,3.5,8,11.433938026428223,3.312852382659912,1.0643396377563477,179.48699999999997,0.7237625122070312
38,13.0,3.5,9,14.836849212646484,3.3602776527404785,1.105409860610962,5205.128000000001,13.838647842407227
38,13.0,3.5,10,15.086280822753906,3.651463270187378,1.1079180240631104,5205.128000000001,9.013496398925781
39,13.0,4.0,1,12.521220207214355,3.9012372493743896,0.2906430661678314,0.0,0.2571544647216797
39,13.0,4.0,2,11.867725372314453,3.778554916381836,0.4219047427177429,1435.8970000000002,0.07162952423095703
39,13.0,4.0,3,13.78320026397705,3.9497766494750977,0.4499795436859131,0.0,0.3357877731323242
39,13.0,4.0,4,13.113875389099121,3.512557029724121,0.6514838337898254,2333.3330000000005,1.7974481582641602
39,13.0,4.0,5,14.705958366394043,3.6402552127838135,0.9671725034713745,2333.3330000000005,6.958266258239746
39,13.0,4.0,6,13.89482307434082,3.326040506362915,1.0409623384475708,2333.3330000000005,7.744807243347168
39,13.0,4.0,7,9.976305961608887,3.868565559387207,1.1248871088027954,1435.8970000000002,6.963814735412598
39,13.0,4.0,8,15.086280822753906,3.651463270187378,1.157296895980835,2333.3330000000005,10.025494575500488
39,13.0,4.0,9,10.248148918151855,3.676482677459717,1.2192004919052124,1435.8970000000002,5.890172004699707
39,13.0,4.0,10,14.836849212646484,3.3602776527404785,1.3599867820739746,2333.3330000000005,14.850646018981934
40,14.0,0.5,1,13.739316940307617,0.5243324637413025,0.8416544198989868,0.0,5.394775390625
40,14.0,0.5,2,14.300178527832031,0.6291043162345886,0.9688831567764282,0.0,6.740959167480469
40,14.0,0.5,3,13.373682022094727,0.6801756024360657,1.3389742374420166,0.0,10.000041961669922
40,14.0,0.5,4,13.986385345458984,0.8971573114395142,1.4990386962890625,0.0,11.624399185180664
40,14.0,0.5,5,14.664580345153809,0.7694296836853027,1.5078835487365723,0.0,12.147010803222656
40,14.0,0.5,6,13.198051452636719,1.152995228767395,2.738312244415283,358.97399999999993,10.585212707519531
40,14.0,0.5,7,11.996320724487305,0.6100021600723267,2.7826735973358154,358.97399999999993,12.038558959960938
40,14.0,0.5,8,14.832056999206543,1.11028254032135,2.8566417694091797,1435.8969999999997,14.171981811523438
40,14.0,0.5,9,13.808919906616211,1.3007935285568237,2.995304822921753,1435.8969999999997,11.423110961914062
40,14.0,0.5,10,11.247475624084473,0.8160141706466675,3.2409520149230957,358.97399999999993,10.756393432617188
41,14.0,1.0,1,13.198051452636719,1.152995228767395,0.8237768411636353,1076.9229999999998,0.9947948455810547
41,14.0,1.0,2,13.808919906616211,1.3007935285568237,0.8955785632133484,0.0,0.15689659118652344
41,14.0,1.0,3,13.986385345458984,0.8971573114395142,0.9535333514213562,1435.8969999999997,0.044391632080078125
41,14.0,1.0,4,12.96141529083252,1.3812379837036133,1.292514443397522,1076.9229999999998,0.8954963684082031
41,14.0,1.0,5,12.6485595703125,1.2977731227874756,1.4006677865982056,1076.9229999999998,3.3600406646728516
41,14.0,1.0,6,14.832056999206543,1.11028254032135,1.4047931432724,0.0,2.5919742584228516
41,14.0,1.0,7,13.373682022094727,0.6801756024360657,1.4808496236801147,1435.8969999999997,1.579965591430664
41,14.0,1.0,8,11.93089485168457,0.885181725025177,1.497528314590454,1076.9229999999998,3.2993412017822266
41,14.0,1.0,9,12.95036506652832,1.722233533859253,1.818613052368164,3051.2819999999997,2.2028026580810547
41,14.0,1.0,10,14.664580345153809,0.7694296836853027,1.848833441734314,1435.8969999999997,0.5670032501220703
42,14.0,1.5,1,13.808919906616211,1.3007935285568237,0.785416305065155,0.0,0.022420883178710938
42,14.0,1.5,2,12.96141529083252,1.3812379837036133,0.9471065402030945,1076.9229999999998,0.7161788940429688
42,14.0,1.5,3,12.95036506652832,1.722233533859253,1.080310344696045,3051.2819999999997,2.382120132446289
42,14.0,1.5,4,14.473864555358887,1.7727036476135254,1.1515333652496338,0.0,0.6799373626708984
42,14.0,1.5,5,14.855951309204102,1.6002459526062012,1.205115556716919,0.0,0.2714042663574219
42,14.0,1.5,6,13.198051452636719,1.152995228767395,1.2185113430023193,1076.9229999999998,0.8154773712158203
42,14.0,1.5,7,12.6485595703125,1.2977731227874756,1.2721068859100342,1076.9229999999998,3.180723190307617
42,14.0,1.5,8,15.167737007141113,1.6866042613983154,1.291980504989624,0.0,0.46584129333496094
42,14.0,1.5,9,13.860359191894531,1.9609384536743164,1.3526899814605713,0.0,2.8398818969726562
42,14.0,1.5,10,15.467178344726562,1.631210207939148,1.4052966833114624,0.0,0.5672245025634766
43,14.0,2.0,1,13.860359191894531,1.9609384536743164,0.6920336484909058,0.0,0.7165946960449219
43,14.0,2.0,2,15.281407356262207,1.9948772192001343,0.8524459004402161,0.0,0.43400001525878906
43,14.0,2.0,3,14.473864555358887,1.7727036476135254,0.8869697451591492,0.0,1.443349838256836
43,14.0,2.0,4,13.789267539978027,2.2799973487854004,1.0178245306015015,2153.8460000000005,5.369916915893555
43,14.0,2.0,5,15.167737007141113,1.6866042613983154,1.0427839756011963,0.0,1.6574459075927734
43,14.0,2.0,6,12.95036506652832,1.722233533859253,1.1098846197128296,3051.2819999999997,0.2588329315185547
43,14.0,2.0,7,14.855951309204102,1.6002459526062012,1.163909673690796,0.0,1.8518829345703125
43,14.0,2.0,8,15.467178344726562,1.631210207939148,1.1687637567520142,0.0,1.5560626983642578
43,14.0,2.0,9,13.160544395446777,2.2593765258789062,1.2381693124771118,2153.8460000000005,4.659389495849609
43,14.0,2.0,10,15.904827117919922,1.6937322616577148,1.2787939310073853,0.0,1.3778438568115234
44,14.0,2.5,1,14.100460052490234,2.4432027339935303,0.5626620650291443,0.0,0.6248855590820312
44,14.0,2.5,2,13.490217208862305,2.715855121612549,0.8161932826042175,0.0,0.3320960998535156
44,14.0,2.5,3,13.789267539978027,2.2799973487854004,0.9302650690078735,0.0,2.717174530029297
44,14.0,2.5,4,14.654858589172363,2.7581048011779785,1.1298224925994873,0.0,4.056245803833008
44,14.0,2.5,5,15.629899978637695,2.7173540592193604,1.2599551677703857,0.0,4.443428039550781
44,14.0,2.5,6,15.177958488464355,2.8714752197265625,1.3550735712051392,0.0,2.3703765869140625
44,14.0,2.5,7,13.181862831115723,3.0408449172973633,1.3722070455551147,0.0,6.554378509521484
44,14.0,2.5,8,13.160544395446777,2.2593765258789062,1.408273458480835,0.0,3.427701950073242
44,14.0,2.5,9,15.281407356262207,1.9948772192001343,1.4669941663742065,2153.8460000000005,7.6530914306640625
44,14.0,2.5,10,16.097702026367188,2.3537769317626953,1.638953447341919,2153.8460000000005,10.166919708251953
45,14.0,3.0,1,14.654858589172363,2.7581048011779785,0.5571536421775818,0.0,3.6660938262939453
45,14.0,3.0,2,13.490217208862305,2.715855121612549,0.6490085124969482,0.0,0.058055877685546875
45,14.0,3.0,3,15.177958488464355,2.8714752197265625,0.6887692213058472,0.0,1.980224609375
45,14.0,3.0,4,13.181862831115723,3.0408449172973633,0.7455741167068481,0.0,6.944530487060547
45,14.0,3.0,5,14.100460052490234,2.4432027339935303,0.8743668794631958,0.0,0.23473358154296875
45,14.0,3.0,6,13.89482307434082,3.326040506362915,0.9796677827835083,0.0,8.158367156982422
45,14.0,3.0,7,15.629899978637695,2.7173540592193604,0.9835962057113647,0.0,4.833580017089844
45,14.0,3.0,8,15.92940902709961,3.1444289684295654,1.1120697259902954,0.0,0.9610538482666016
45,14.0,3.0,9,14.836849212646484,3.3602776527404785,1.1213276386260986,0.0,1.0525283813476562
45,14.0,3.0,10,13.341568946838379,3.4235587120056152,1.1343467235565186,0.0,12.482134819030762
46,14.0,3.5,1,13.341568946838379,3.4235587120056152,0.4509367346763611,0.0,0.6458969116210938
46,14.0,3.5,2,14.705958366394043,3.6402552127838135,0.5035868883132935,0.0,4.183123588562012
46,14.0,3.5,3,13.89482307434082,3.326040506362915,0.5388290286064148,0.0,4.969664573669434
46,14.0,3.5,4,13.78320026397705,3.9497766494750977,0.5891083478927612,2333.3330000000005,3.1109304428100586
46,14.0,3.5,5,12.455559730529785,3.6239564418792725,0.6268973350524902,0.0,2.8504409790039062
46,14.0,3.5,6,15.086280822753906,3.651463270187378,0.7351729273796082,0.0,7.250351905822754
46,14.0,3.5,7,14.836849212646484,3.3602776527404785,0.7615283727645874,0.0,12.0755033493042
46,14.0,3.5,8,11.867725372314453,3.778554916381836,0.8124153017997742,897.4360000000004,2.7035131454467773
46,14.0,3.5,9,15.659541130065918,3.753941774368286,1.0762239694595337,0.0,9.734572410583496
46,14.0,3.5,10,13.181862831115723,3.0408449172973633,1.136985182762146,0.0,6.183501243591309
47,14.0,4.0,1,13.78320026397705,3.9497766494750977,0.416655957698822,2333.3330000000005,0.5647211074829102
47,14.0,4.0,2,12.521220207214355,3.9012372493743896,0.6953712701797485,2333.3330000000005,0.4860877990722656
47,14.0,4.0,3,14.705958366394043,3.6402552127838135,0.6975131630897522,0.0,6.72933292388916
47,14.0,4.0,4,13.113875389099121,3.512557029724121,0.7464308738708496,0.0,1.5685148239135742
47,14.0,4.0,5,11.867725372314453,3.778554916381836,0.8317141532897949,897.4360000000004,0.1573038101196289
47,14.0,4.0,6,15.086280822753906,3.651463270187378,0.9227529764175415,0.0,9.796561241149902
47,14.0,4.0,7,13.89482307434082,3.326040506362915,0.9454349279403687,0.0,7.515873908996582
47,14.0,4.0,8,14.836849212646484,3.3602776527404785,1.1551752090454102,0.0,14.621712684631348
47,14.0,4.0,9,15.659541130065918,3.753941774368286,1.2179511785507202,0.0,12.280781745910645
47,14.0,4.0,10,15.92940902709961,3.1444289684295654,1.5115931034088135,0.0,14.713187217712402
48,15.0,0.5,1,14.300178527832031,0.6291043162345886,1.661773920059204,717.949,1.1763534545898438
48,15.0,0.5,2,14.664580345153809,0.7694296836853027,1.6638771295547485,717.949,4.229698181152344
48,15.0,0.5,3,13.739316940307617,0.5243324637413025,2.1823973655700684,717.949,2.5225372314453125
48,15.0,0.5,4,13.986385345458984,0.8971573114395142,2.4698281288146973,717.949,3.7070865631103516
48,15.0,0.5,5,13.373682022094727,0.6801756024360657,2.7398452758789062,717.949,2.0827293395996094
48,15.0,0.5,6,14.832056999206543,1.11028254032135,3.027921676635742,2153.8459999999995,6.254669189453125
48,15.0,0.5,7,16.5159912109375,1.0071320533752441,3.306743621826172,717.949,6.341146469116211
48,15.0,0.5,8,15.41757583618164,1.1528147459030151,3.3215091228485107,717.949,5.568521499633789
48,15.0,0.5,9,13.198051452636719,1.152995228767395,3.5010247230529785,1076.9229999999998,2.6679000854492188
48,15.0,0.5,10,13.808919906616211,1.3007935285568237,3.5739943981170654,2153.8459999999995,3.50579833984375
49,15.0,1.0,1,14.832056999206543,1.11028254032135,0.7672485113143921,3051.2819999999997,1.6089057922363281
49,15.0,1.0,2,15.41757583618164,1.1528147459030151,0.8611427545547485,179.48699999999997,2.295053482055664
49,15.0,1.0,3,16.759279251098633,1.064274549484253,1.1937748193740845,179.48699999999997,0.4055519104003906
49,15.0,1.0,4,16.3749942779541,1.3471934795379639,1.249070405960083,3051.2819999999997,2.2567272186279297
49,15.0,1.0,5,15.467178344726562,1.631210207939148,1.4699304103851318,3051.2819999999997,3.8129730224609375
49,15.0,1.0,6,14.855951309204102,1.6002459526062012,1.4982037544250488,3051.2819999999997,4.108793258666992
49,15.0,1.0,7,15.167737007141113,1.6866042613983154,1.533142328262329,3051.2819999999997,3.914356231689453
49,15.0,1.0,8,15.904827117919922,1.6937322616577148,1.63348388671875,3051.2819999999997,3.634754180908203
49,15.0,1.0,9,13.808919906616211,1.3007935285568237,1.6553585529327393,3051.2819999999997,4.357776641845703
49,15.0,1.0,10,14.473864555358887,1.7727036476135254,1.7218959331512451,3051.2819999999997,3.7002601623535156
50,15.0,1.5,1,15.201062202453613,1.3384666442871094,0.7826558351516724,0.0,4.0133209228515625
50,15.0,1.5,2,15.523691177368164,1.29273521900177,0.8018226623535156,0.0,4.702400207519531
50,15.0,1.5,3,15.467178344726562,1.631210207939148,0.8454400300979614,0.0,3.1961288452148438
50,15.0,1.5,4,15.167737007141113,1.6866042613983154,0.8857071995735168,0.0,3.094745635986328
50,15.0,1.5,5,14.855951309204102,1.6002459526062012,0.892556369304657,0.0,2.900308609008789
50,15.0,1.5,6,16.3749942779541,1.3471934795379639,0.9968125224113464,0.0,4.752374649047852
50,15.0,1.5,7,14.832056999206543,1.11028254032135,1.0404603481292725,0.0,5.400196075439453
50,15.0,1.5,8,15.904827117919922,1.6937322616577148,1.0547717809677124,0.0,3.374347686767578
50,15.0,1.5,9,14.473864555358887,1.7727036476135254,1.12051260471344,0.0,3.3088417053222656
50,15.0,1.5,10,13.808919906616211,1.3007935285568237,1.3207252025604248,0.0,2.651325225830078
51,15.0,2.0,1,15.281407356262207,1.9948772192001343,0.9134563207626343,0.0,3.864492416381836
51,15.0,2.0,2,16.097702026367188,2.3537769317626953,1.059593915939331,0.0,1.3506641387939453
51,15.0,2.0,3,14.100460052490234,2.4432027339935303,1.1947895288467407,2153.8460000000005,12.14246940612793
51,15.0,2.0,4,16.605714797973633,2.7274365425109863,1.4036096334457397,2153.8460000000005,0.2768440246582031
51,15.0,2.0,5,13.181862831115723,3.0408449172973633,1.4193394184112549,2153.8460000000005,4.963205337524414
51,15.0,2.0,6,16.895095825195312,2.5681252479553223,1.4227319955825806,0.0,0.05503082275390625
51,15.0,2.0,7,15.629899978637695,2.7173540592193604,1.4237085580825806,2153.8460000000005,7.074155807495117
51,15.0,2.0,8,13.490217208862305,2.715855121612549,1.4272485971450806,2153.8460000000005,11.849679946899414
51,15.0,2.0,9,13.789267539978027,2.2799973487854004,1.4676021337509155,2153.8460000000005,8.800409317016602
51,15.0,2.0,10,15.167737007141113,1.6866042613983154,1.475379228591919,0.0,5.08793830871582
52,15.0,2.5,1,15.629899978637695,2.7173540592193604,0.829547107219696,0.0,2.311290740966797
52,15.0,2.5,2,14.100460052490234,2.4432027339935303,0.8951584100723267,0.0,7.379604339599609
52,15.0,2.5,3,14.654858589172363,2.7581048011779785,0.9328397512435913,0.0,10.810964584350586
52,15.0,2.5,4,16.097702026367188,2.3537769317626953,0.9843589663505554,2153.8460000000005,3.412200927734375
52,15.0,2.5,5,13.181862831115723,3.0408449172973633,0.9928539395332336,0.0,0.20034027099609375
52,15.0,2.5,6,15.281407356262207,1.9948772192001343,1.0881597995758057,2153.8460000000005,0.8983726501464844
52,15.0,2.5,7,16.605714797973633,2.7274365425109863,1.1062092781066895,0.0,5.039709091186523
52,15.0,2.5,8,13.490217208862305,2.715855121612549,1.1245298385620117,0.0,7.086814880371094
52,15.0,2.5,9,15.177958488464355,2.8714752197265625,1.1480984687805176,0.0,9.12509536743164
52,15.0,2.5,10,13.789267539978027,2.2799973487854004,1.2237778902053833,0.0,4.037544250488281
53,15.0,3.0,1,14.654858589172363,2.7581048011779785,0.7112962603569031,0.0,3.6652088165283203
53,15.0,3.0,2,15.177958488464355,2.8714752197265625,0.7604190111160278,0.0,5.351078033447266
53,15.0,3.0,3,13.89482307434082,3.326040506362915,1.0557793378829956,0.0,15.489669799804688
