split,sample_count,curve_mae_mean_db,curve_mae_median_db,curve_mae_90pct_db,curve_mae_max_db,resonance_freq_mae_mhz,resonance_depth_mae_db
train,210,0.21709790971469117,0.20408984004193112,0.3693907481154449,0.7394669859003623,1.0457152380952335,1.5188315825560488
validation,90,0.394440110213734,0.332850277437988,0.7095012064952301,1.9045246208862419,4.279988888888919,4.363994925381033
