date,return_historical_best,return_online_conservative,return_csi300,net_value_historical_best,net_value_online_conservative,net_value_csi300,drawdown_historical_best,drawdown_online_conservative,drawdown_csi300
2020-11-03,0.0114644268,-0.0070141930,0.0120168454,1.1528369655,1.0230875947,1.6088582219,-0.1176391788,-0.2413116116,-0.0155369880
2020-11-04,0.0250478982,0.0193932980,0.0075552361,1.1817131084,1.0429286372,1.6210135257,-0.0955378949,-0.2265981416,-0.0080991375
2020-11-05,0.0135332364,0.0122059998,0.0148443084,1.1977055112,1.0556586240,1.6450763503,-0.0832975954,-0.2171579987,0.0000000000
2020-11-06,0.0095400043,0.0175166949,0.0001240504,1.2091316270,1.0741502740,1.6452804227,-0.0745522505,-0.2034451942,0.0000000000
2020-11-09,0.0136159001,0.0023415048,0.0195737666,1.2255950424,1.0766654020,1.6774847577,-0.0619514464,-0.2015800573,0.0000000000
2020-11-10,0.0037181500,0.0062442488,-0.0055153927,1.2301519886,1.0833883687,1.6682327705,-0.0584636412,-0.1965945245,-0.0055153927
2020-11-11,0.0073071781,0.0168568662,-0.0098867037,1.2391409283,1.1016509015,1.6517394474,-0.0515836673,-0.1830516259,-0.0153475673
2020-11-12,-0.0106520345,-0.0040216565,0.0007268041,1.2259415564,1.0972204400,1.6529399384,-0.0616862307,-0.1863371117,-0.0146319179
2020-11-13,-0.0182350574,-0.0236094132,-0.0105148394,1.2035864418,1.0713157093,1.6355595405,-0.0787964362,-0.2055472150,-0.0249929050
2020-11-16,0.0126803440,0.0060847660,0.0097429995,1.2188483320,1.0778344147,1.6514947963,-0.0671152581,-0.2007131556,-0.0154934114
2020-11-17,0.0017580744,0.0047888328,-0.0019137993,1.2209911580,1.0829959835,1.6483341668,-0.0654751773,-0.1968855046,-0.0173775593
2020-11-18,0.0148046713,0.0127982436,-0.0006362689,1.2390675308,1.0968564299,1.6472853831,-0.0516398445,-0.1866070496,-0.0180027714
2020-11-19,-0.0006802297,0.0036848797,0.0074243537,1.2382246802,1.1008982139,1.6595154123,-0.0522849472,-0.1836097945,-0.0107120767
2020-11-20,0.0064038402,0.0087501637,0.0031045320,1.2461540732,1.1105312535,1.6646674311,-0.0462159315,-0.1764662465,-0.0076408006
2020-11-23,0.0178466857,0.0419378486,0.0124894802,1.2683937933,1.1571045452,1.6854582620,-0.0291940470,-0.1419290126,0.0000000000
2020-11-24,0.0043091354,0.0028110687,-0.0061421843,1.2738594738,1.1603572455,1.6751058667,-0.0250107127,-0.1395169161,-0.0061421843
2020-11-25,-0.0119934300,-0.0137997917,-0.0127828409,1.2585815294,1.1443445573,1.6536932550,-0.0367041785,-0.1513914034,-0.0188465106
2020-11-26,0.0163901118,0.0240617044,0.0018105769,1.2792098213,1.1718794378,1.6566873938,-0.0209156523,-0.1309724342,-0.0170700567
2020-11-27,0.0104135990,0.0259078813,0.0124347324,1.2925309994,1.2022403512,1.6772878582,-0.0107198605,-0.1084577711,-0.0048475859
2020-11-30,-0.0057611716,0.0078074634,-0.0041184637,1.2850845065,1.2116267987,1.6703800090,-0.0164192732,-0.1014970878,-0.0089460851
2020-12-01,0.0138435992,0.0110305359,0.0215405189,1.3028747013,1.2249916916,1.7063608612,-0.0028029758,-0.0915861192,0.0000000000
2020-12-02,-0.0024380427,0.0060724823,0.0000091571,1.2996982372,1.2324304319,1.7063764866,-0.0052341847,-0.0860697920,0.0000000000
2020-12-03,-0.0166159600,-0.0309784372,-0.0019901543,1.2781025033,1.1942516632,1.7029805340,-0.0217631737,-0.1143819215,-0.0019901543
2020-12-04,-0.0143050035,-0.0142489717,0.0017512150,1.2598192425,1.1772348051,1.7059628191,-0.0357568549,-0.1270010684,-0.0002424245
2020-12-07,-0.0216135043,-0.0200101722,-0.0086225665,1.2325901340,1.1536781339,1.6912530413,-0.0565975283,-0.1444699274,-0.0088629006
2020-12-08,-0.0084453699,-0.0044411402,-0.0024603587,1.2221804544,1.1485544876,1.6870919521,-0.0645649111,-0.1482694564,-0.0113014535
2020-12-09,-0.0002953965,0.0007850750,-0.0134095066,1.2218194265,1.1494561891,1.6644688815,-0.0648412354,-0.1476007840,-0.0245594131
2020-12-10,-0.0039145759,0.0112865581,-0.0004397800,1.2170365217,1.1624295931,1.6637368814,-0.0685019853,-0.1379801307,-0.0249883924
2020-12-11,-0.0044132461,-0.0034768597,-0.0103016787,1.2116654400,1.1583879886,1.6465975986,-0.0726129153,-0.1409772528,-0.0350326487
2020-12-14,-0.0019845767,-0.0229135573,0.0092452818,1.2092607969,1.1318451990,1.6618208575,-0.0744533861,-0.1606605198,-0.0261112535
2020-12-15,-0.0067115141,-0.0015690508,0.0020800695,1.2011448260,1.1300692764,1.6652775603,-0.0806652053,-0.1619774861,-0.0240854973
2020-12-16,0.0084000855,0.0046708250,0.0017728661,1.2112345452,1.1353476322,1.6682298744,-0.0729427145,-0.1580632296,-0.0223553316
2020-12-17,0.0095240679,0.0195905661,0.0128407565,1.2227704253,1.1575897350,1.6896512080,-0.0641133579,-0.1415692116,-0.0098016344
2020-12-18,-0.0008725805,0.0123428638,-0.0034899204,1.2217034596,1.1718777075,1.6837544599,-0.0649299943,-0.1309737173,-0.0132573479
2020-12-21,-0.0119177921,-0.0077991244,0.0093744204,1.2071434519,1.1627380874,1.6995386820,-0.0760739642,-0.1377513614,-0.0040072075
2020-12-22,-0.0211128445,-0.0393895231,-0.0162610478,1.1816572199,1.1169383886,1.6719024022,-0.0955806709,-0.1717149241,-0.0202030939
2020-12-23,0.0005186944,0.0103718501,0.0085302596,1.1822701388,1.1285231061,1.6861641637,-0.0951115537,-0.1631240755,-0.0118451719
2020-12-24,0.0068304018,0.0008906768,-0.0014195975,1.1903455189,1.1295282555,1.6837704893,-0.0889308020,-0.1623786895,-0.0132479540
2020-12-25,0.0052621464,0.0110310330,0.0083996341,1.1966092913,1.1419881190,1.6979135454,-0.0841366225,-0.1531388612,-0.0049595979
2020-12-28,0.0128473403,0.0121074974,0.0044428677,1.2119825381,1.1558147371,1.7054571507,-0.0723702140,-0.1428854921,-0.0005387650
2020-12-29,0.0001451307,-0.0093323468,-0.0042410824,1.2121584340,1.1450282731,1.6982241664,-0.0722355864,-0.1508843820,-0.0047775624
2020-12-30,0.0014586656,0.0052381829,0.0140343638,1.2139265678,1.1510261406,1.7220576622,-0.0708822884,-0.1464365591,0.0000000000
2020-12-31,0.0043715862,0.0010291382,0.0190816434,1.2192333524,1.1522107055,1.7549173524,-0.0668205703,-0.1455581244,0.0000000000
2021-01-04,-0.0317390618,-0.0223801676,0.0108283393,1.1805360297,1.1264240368,1.7739201929,-0.0964388099,-0.1646806768,0.0000000000
2021-01-05,-0.0082411707,0.0122715192,0.0191329145,1.1708070308,1.1402469711,1.8078604563,-0.1038852119,-0.1544300397,0.0000000000
2021-01-06,0.0358351065,0.0162659194,0.0091576334,1.2127630254,1.1587941364,1.8244161796,-0.0717728430,-0.1406760668,0.0000000000
2021-01-07,0.0280143823,0.0508314667,0.0177177903,1.2467378325,1.2176973420,1.8567408029,-0.0457691326,-0.0969953709,0.0000000000
2021-01-08,0.0011204376,-0.0025012944,-0.0033056464,1.2481347245,1.2146515225,1.8506030742,-0.0446999764,-0.0992540513,-0.0033056464
2021-01-11,0.0041816304,0.0100215975,-0.0098758958,1.2533539626,1.2268242711,1.8323267111,-0.0407052647,-0.0902271380,-0.0131488960
2021-01-12,0.0401378368,0.0486095109,0.0285222725,1.3036608794,1.2864595989,1.8845888329,-0.0022012492,-0.0460035242,0.0000000000
2021-01-13,0.0043720738,-0.0112354788,-0.0032845322,1.3093605809,1.2720056093,1.8783988402,0.0000000000,-0.0567221313,-0.0032845322
2021-01-14,-0.0167852803,-0.0322809575,-0.0192748937,1.2873825966,1.2309440503,1.8421929023,-0.0167852803,-0.0871720441,-0.0224961169
2021-01-15,0.0169286964,0.0222658520,-0.0022621696,1.3091763057,1.2583520683,1.8380255495,-0.0001407368,-0.0668471520,-0.0247073965
2021-01-18,0.0323802924,0.0224551396,0.0110733604,1.3515678173,1.2866085396,1.8583786687,0.0000000000,-0.0458930745,-0.0139076300
2021-01-19,-0.0232389497,-0.0373427661,-0.0146773216,1.3201588008,1.2385630179,1.8311026474,-0.0232389497,-0.0815220663,-0.0283808248
2021-01-20,-0.0051916895,-0.0007651273,0.0071558681,1.3133049463,1.2376153595,1.8442057763,-0.0283099897,-0.0822248188,-0.0214280462
2021-01-21,0.0090494044,0.0318011336,0.0161666710,1.3251895739,1.2769729310,1.8740204443,-0.0195167739,-0.0530385276,-0.0056077954
2021-01-22,-0.0156051090,-0.0098810378,0.0008637424,1.3045098461,1.2643551132,1.8756391152,-0.0348173215,-0.0623954897,-0.0047488967
2021-01-25,0.0206574981,0.0228157739,0.0100806927,1.3314577558,1.2932023536,1.8945468567,-0.0148790621,-0.0410033172,0.0000000000
2021-01-26,-0.0163354424,-0.0298694204,-0.0200776648,1.3097078044,1.2545751489,1.8565087800,-0.0309714484,-0.0696479922,-0.0200776648
2021-01-27,0.0168022315,0.0170336577,0.0027273150,1.3317138181,1.2759451525,1.8615720643,-0.0146896064,-0.0538006946,-0.0174051078
2021-01-28,-0.0174310928,-0.0293871596,-0.0272902690,1.3085005909,1.2384487487,1.8107692619,-0.0318646433,-0.0816068046,-0.0442203868
2021-01-29,0.0006513155,0.0029905843,-0.0046824311,1.3093528375,1.2421524342,1.8022904596,-0.0312340818,-0.0788602722,-0.0486957589
2021-02-01,0.0065900453,0.0158721586,0.0122728390,1.3179815320,1.2618680747,1.8244096803,-0.0248498706,-0.0642397964,-0.0370205551
2021-02-02,-0.0084888279,-0.0038003270,0.0154020885,1.3067934137,1.2570725633,1.8525093996,-0.0331277522,-0.0677959912,-0.0221886605
2021-02-03,0.0081467390,0.0014093194,-0.0028886449,1.3174395185,1.2588441801,1.8471581578,-0.0252508963,-0.0664822179,-0.0250132103
2021-02-04,-0.0061886176,-0.0095189340,-0.0020515748,1.3092863892,1.2468613255,1.8433685745,-0.0312832457,-0.0753683121,-0.0270134687
2021-02-05,0.0127105783,0.0129483191,0.0017293735,1.3259281763,1.2630060838,1.8465564474,-0.0189702956,-0.0633958859,-0.0253308115
2021-02-08,0.0140670312,0.0177636018,0.0147987732,1.3445800493,1.2854416210,1.8738832174,-0.0051701202,-0.0467584234,-0.0109069032
2021-02-09,0.0018599474,0.0051174759,0.0218684605,1.3470808974,1.2920198375,1.9148621586,-0.0033197890,-0.0418802326,0.0000000000
2021-02-10,0.0022390459,0.0305201847,0.0213618634,1.3500970734,1.3314525216,1.9557671824,-0.0010881762,-0.0126382403,0.0000000000
2021-02-18,0.0153359959,0.0180442743,-0.0067733476,1.3708021566,1.3554776162,1.9425200915,0.0000000000,0.0000000000,-0.0067733476
2021-02-19,-0.0001309458,-0.0076856457,0.0018134376,1.3706226557,1.3450598955,1.9460427306,-0.0001309458,-0.0076856457,-0.0049721930
2021-02-22,-0.0094458884,-0.0276152224,-0.0314092858,1.3576759072,1.3079157674,1.8849189183,-0.0095755973,-0.0350886272,-0.0362253057
2021-02-23,0.0091921839,0.0089395408,-0.0031558960,1.3701559137,1.3196079338,1.8789703102,-0.0004714340,-0.0264627626,-0.0392668785
2021-02-24,-0.0141501686,-0.0230947050,-0.0254674288,1.3507679765,1.2891319778,1.8311177676,-0.0146149318,-0.0489463179,-0.0637342808
2021-02-25,0.0147292036,0.0185441209,0.0058831629,1.3706637130,1.3130377971,1.8418905317,-0.0001009945,-0.0313098635,-0.0582260771
2021-02-26,-0.0314143484,-0.0292863277,-0.0242793824,1.3276052056,1.2745837419,1.7971705671,-0.0315121703,-0.0596792402,-0.0810917663
2021-03-01,0.0033000741,0.0058809406,0.0153693976,1.3319864011,1.2820794932,1.8247919961,-0.0283160887,-0.0541492697,-0.0669687003
2021-03-02,-0.0100139072,-0.0036023909,-0.0127618307,1.3186480129,1.2774609417,1.8015043096,-0.0380464412,-0.0575565937,-0.0788758878
2021-03-03,0.0272563799,0.0237880401,0.0191756062,1.3545895841,1.3078492338,1.8360492468,-0.0118270695,-0.0351377122,-0.0612127746
2021-03-04,-0.0037364694,-0.0195010784,-0.0314563491,1.3495282016,1.2823447633,1.7782938406,-0.0155193475,-0.0539535674,-0.0907435933
2021-03-05,-0.0103929224,-0.0193942454,-0.0033915921,1.3355026597,1.2574746542,1.7722625933,-0.0257509785,-0.0723014241,-0.0938274201
2021-03-08,-0.0085841860,-0.0253870130,-0.0347289173,1.3240384565,1.2255511288,1.7107138323,-0.0341141133,-0.0958529199,-0.1252978127
2021-03-09,-0.0060718894,-0.0126771011,-0.0214615496,1.3159990414,1.2100146933,1.6739992625,-0.0399788656,-0.1073148838,-0.1440702771
2021-03-10,-0.0077544908,-0.0088771147,0.0065605922,1.3057941389,1.1992732540,1.6849816891,-0.0474233407,-0.1152393520,-0.1384548712
2021-03-11,0.0184747480,0.0207792429,0.0249027098,1.3299183566,1.2241932443,1.7269422990,-0.0298247269,-0.0968546956,-0.1170000629
2021-03-12,0.0162979558,0.0105499393,0.0035417778,1.3515933072,1.2371084087,1.7330587449,-0.0140128532,-0.0873265675,-0.1138726734
2021-03-15,0.0101333610,0.0009654750,-0.0215364062,1.3652894900,1.2383028059,1.6957348878,-0.0040214895,-0.0864454041,-0.1329566714
2021-03-16,0.0230342014,0.0308221138,0.0087018005,1.3967378431,1.2764699158,1.7104908344,0.0000000000,-0.0582877204,-0.1254118334
2021-03-17,-0.0093249003,-0.0090702587,0.0042319682,1.3837134020,1.2648920034,1.7177295772,-0.0093249003,-0.0668292945,-0.1217106041
2021-03-18,0.0072846467,0.0028742159,0.0080202192,1.3937932652,1.2685275761,1.7315061449,-0.0021081822,-0.0641471604,-0.1146665306
2021-03-19,-0.0189621392,-0.0321025658,-0.0261928188,1.3673639633,1.2278045861,1.6861531182,-0.0210303458,-0.0941904378,-0.1378559097
2021-03-22,0.0020055794,0.0192101726,0.0099980813,1.3701063203,1.2513909241,1.7030114142,-0.0190669444,-0.0767896798,-0.1292361230
2021-03-23,0.0002370888,-0.0079367245,-0.0094729405,1.3704311572,1.2414589791,1.6868788884,-0.0188343761,-0.0841169458,-0.1374848174
2021-03-24,-0.0236661274,-0.0245993099,-0.0160823808,1.3379983588,1.2109199449,1.6597498598,-0.0420547668,-0.1066470368,-0.1513561150
2021-03-25,-0.0019176578,0.0011866390,-0.0004744470,1.3354325359,1.2123568698,1.6589623965,-0.0438917780,-0.1055869494,-0.1517587516
2021-03-26,0.0110657481,0.0199841291,0.0226624317,1.3502100959,1.2365847660,1.6965585184,-0.0333117252,-0.0877128835,-0.1325355422
2021-03-29,0.0190687816,-0.0074575227,0.0017640766,1.3759569573,1.2273629070,1.6995513776,-0.0148781576,-0.0945162854,-0.1310052685
2021-03-30,0.0081911705,0.0047200975,0.0094814669,1.3872276553,1.2331561796,1.7156656177,-0.0068088567,-0.0902423140,-0.1227659237
2021-03-31,-0.0010256540,-0.0074093309,-0.0091012494,1.3858048397,1.2240193174,1.7000509171,-0.0078275272,-0.0969830097,-0.1307498498
2021-04-01,-0.0058781483,0.0030898463,0.0123636372,1.3776588733,1.2278013489,1.7210697298,-0.0136596641,-0.0941928261,-0.1200027563
2021-04-02,-0.0084569075,-0.0064899075,0.0099358868,1.3660081397,1.2198330316,1.7381700839,-0.0220010531,-0.1000714309,-0.1112592033
2021-04-06,-0.0036793972,-0.0055438068,-0.0041102133,1.3609820531,1.2130705130,1.7310258340,-0.0255994997,-0.1050604609,-0.1149121176
2021-04-07,0.0025285233,-0.0022839880,-0.0071199546,1.3644233279,1.2102998745,1.7187010087,-0.0231357054,-0.1071044921,-0.1212139031
2021-04-08,-0.0024887002,-0.0046316367,0.0016587435,1.3610276872,1.2046942052,1.7215518928,-0.0255668278,-0.1112400598,-0.1197562224
2021-04-09,-0.0014310426,-0.0000552871,-0.0150367886,1.3590799986,1.2046276011,1.6956652809,-0.0269612832,-0.1112891967,-0.1329922620
2021-04-12,0.0072095663,0.0061108915,-0.0173953587,1.3688783761,1.2119889497,1.6661685752,-0.0199460960,-0.1058583814,-0.1480741725
2021-04-13,-0.0109282308,-0.0126590633,-0.0016375336,1.3539189572,1.1966463049,1.6634401682,-0.0306563513,-0.1171773767,-0.1494692297
2021-04-14,-0.0012918482,0.0025481209,0.0082969748,1.3521698994,1.1996955044,1.6772416894,-0.0319085961,-0.1149278379,-0.1424123973
2021-04-15,0.0015781187,0.0036090330,-0.0063553834,1.3543037840,1.2040252451,1.6665821753,-0.0303808330,-0.1117335833,-0.1478626954
2021-04-16,0.0027446829,-0.0003904996,0.0034768822,1.3580209184,1.2035550737,1.6723766852,-0.0277195358,-0.1120804510,-0.1448999143
2021-04-19,0.0010826574,0.0011226337,0.0243316540,1.3594911899,1.2049062252,1.7130683760,-0.0266668892,-0.1110836426,-0.1240939149
2021-04-20,-0.0028564699,-0.0042009209,-0.0007177291,1.3556078441,1.1998445095,1.7118388569,-0.0294471860,-0.1148179098,-0.1247225783
2021-04-21,-0.0052918820,-0.0064213787,0.0030254563,1.3484341274,1.1921398535,1.7170179506,-0.0345832369,-0.1205019992,-0.1220744647
2021-04-22,-0.0022939375,0.0006876901,-0.0018634782,1.3453409038,1.1929596763,1.7138183251,-0.0367978426,-0.1198971771,-0.1237104598
2021-04-23,-0.0061893420,-0.0121237168,0.0090799153,1.3370141289,1.1784965711,1.7293796503,-0.0427594301,-0.1305672945,-0.1157538249
2021-04-26,-0.0101085077,-0.0098073100,-0.0113361364,1.3234989113,1.1669386898,1.7097751668,-0.0524357038,-0.1390940906,-0.1257777602
2021-04-27,-0.0024339634,-0.0038799769,0.0026160487,1.3202775635,1.1624109946,1.7142480220,-0.0547420406,-0.1424343857,-0.1234907522
2021-04-28,0.0017843510,0.0044281143,0.0056423711,1.3226334020,1.1675582834,1.7239204455,-0.0530553686,-0.1386369871,-0.1185451617
2021-04-29,0.0072281077,0.0053823511,0.0087761233,1.3321935386,1.1738424920,1.7390497839,-0.0462107509,-0.1340008289,-0.1108094054
2021-04-30,-0.0095503956,-0.0161748542,-0.0078773949,1.3194705633,1.1548557609,1.7253506020,-0.0553198156,-0.1480082393,-0.1178139108
2021-05-06,-0.0117483435,-0.0163705962,-0.0121722912,1.3039689698,1.1359500836,1.7043491321,-0.0664182429,-0.1619558523,-0.1285521368
2021-05-07,0.0013512635,-0.0075320463,-0.0128571627,1.3057309755,1.1273940550,1.6824360380,-0.0651567279,-0.1682680396,-0.1397564837
2021-05-10,-0.0109218169,-0.0373716259,-0.0007267137,1.2914700209,1.0852615061,1.6812133886,-0.0753669149,-0.1993512153,-0.1403816345
2021-05-11,0.0032216200,0.0057957747,0.0061368009,1.2956306465,1.0915514373,1.6915306605,-0.0723880985,-0.1947108353,-0.1351063277
2021-05-12,-0.0094070507,-0.0062332947,0.0042779903,1.2834425833,1.0847474755,1.6987670123,-0.0811141908,-0.1997304400,-0.1314063209
2021-05-13,-0.0012670410,-0.0085333788,-0.0102237701,1.2818164089,1.0754909143,1.6813992090,-0.0822784567,-0.2065594433,-0.1402866230
2021-05-14,0.0141325106,0.0257195980,0.0235563623,1.2999316930,1.1031521083,1.7210068580,-0.0693087473,-0.1861524712,-0.1200349032
2021-05-17,0.0074486328,-0.0045961250,0.0145570665,1.3096144069,1.0980818833,1.7460596693,-0.0623763698,-0.1898930162,-0.1072251928
2021-05-18,-0.0041924796,-0.0053792765,0.0005045337,1.3041238752,1.0921749972,1.7469406153,-0.0663073378,-0.1942508057,-0.1067747578
2021-05-19,-0.0002792124,-0.0208948013,-0.0029549881,1.3037597477,1.0693542176,1.7417784266,-0.0665680363,-0.2110867750,-0.1094142277
2021-05-20,0.0040818931,0.0229883941,0.0027338083,1.3090815556,1.0939369538,1.7465401149,-0.0627578668,-0.1929509269,-0.1069795369
2021-05-21,-0.0059161146,-0.0000750148,-0.0100770436,1.3013368791,1.0938548923,1.7289401539,-0.0683026987,-0.1930114675,-0.1159785431
2021-05-24,0.0011350094,0.0046852555,0.0041758046,1.3028139087,1.0989798820,1.7361598701,-0.0672452134,-0.1892305201,-0.1122870423
2021-05-25,0.0251555623,0.0422548318,0.0315949443,1.3355869252,1.1454170921,1.7910137446,-0.0437812423,-0.1549715920,-0.0842398008
2021-05-26,0.0349683203,0.0467532008,0.0003976138,1.3822901566,1.1989690074,1.7917258763,-0.0103438785,-0.1154638092,-0.0838756819
2021-05-27,-0.0059987970,-0.0098846054,0.0033154577,1.3739980785,1.1871176718,1.7976662676,-0.0162806247,-0.1242071004,-0.0808383105
2021-05-28,0.0182540640,0.0222326189,-0.0032116058,1.3990791274,1.2135104067,1.7918928721,0.0000000000,-0.1047359306,-0.0837902956
2021-05-31,0.0022185184,0.0012651494,0.0019697097,1.4021830102,1.2150456787,1.7954223809,0.0000000000,-0.1036032878,-0.0819856284
2021-06-01,-0.0029300060,-0.0038257788,0.0018962896,1.3980746056,1.2103971826,1.7988270217,-0.0029300060,-0.1070327033,-0.0802448073
2021-06-02,0.0001073027,-0.0019908433,-0.0096797640,1.3982246228,1.2079874715,1.7814148006,-0.0028230177,-0.1088104613,-0.0891478205
2021-06-03,0.0054037812,0.0060830701,-0.0065573295,1.4057803228,1.2153357440,1.7697334768,0.0000000000,-0.1033892928,-0.0951205784
2021-06-04,-0.0017792696,-0.0020742812,0.0051361054,1.4032790606,1.2128147960,1.7788230144,-0.0017792696,-0.1052491155,-0.0904730224
2021-06-07,0.0010230803,-0.0006076619,-0.0008803211,1.4047147278,1.2120778147,1.7772570790,-0.0007580096,-0.1057928215,-0.0912736981
2021-06-08,-0.0063796337,-0.0090876875,-0.0086233072,1.3957531623,1.2010628302,1.7619312451,-0.0071328075,-0.1139190970,-0.0991099242
2021-06-09,0.0095081026,0.0097348952,0.0008281161,1.4090241266,1.2127550509,1.7633903288,0.0000000000,-0.1052931923,-0.0983638826
2021-06-10,-0.0037217116,-0.0040678880,0.0066871267,1.4037801451,1.2078216993,1.7751823434,-0.0037217116,-0.1089327593,-0.0923345277
2021-06-11,0.0128877551,0.0155498970,-0.0088709856,1.4218717198,1.2266032023,1.7594347263,0.0000000000,-0.0950767555,-0.1003864150
2021-06-15,-0.0046043361,-0.0058279232,-0.0111285369,1.4153249446,1.2194546529,1.7398547921,-0.0046043361,-0.1003505787,-0.1103977980
2021-06-16,0.0040741211,0.0046454765,-0.0166588223,1.4210911498,1.2251196008,1.7108708603,-0.0005489736,-0.0961712785,-0.1252175230
2021-06-17,-0.0087820210,-0.0079284198,0.0042124866,1.4086110975,1.2154063384,1.7180778809,-0.0093261735,-0.1033372120,-0.1215325135
2021-06-18,-0.0102061053,-0.0085316726,0.0001123701,1.3942346642,1.2050368894,1.7182709414,-0.0194370949,-0.1109872454,-0.1214338001
2021-06-21,-0.0139287106,-0.0163646085,-0.0023675416,1.3748147731,1.1853169324,1.7142028634,-0.0330950718,-0.1255355911,-0.1235138421
2021-06-22,0.0282138212,0.0347456309,0.0062417474,1.4136035512,1.2265015171,1.7249024847,-0.0058149891,-0.0951517735,-0.1180430369
2021-06-23,-0.0010600401,-0.0031857073,0.0049267318,1.4121050748,1.2225942422,1.7334006166,-0.0068688651,-0.0980343551,-0.1136978715
2021-06-24,0.0018609117,0.0032735682,0.0016668629,1.4147328777,1.2265964878,1.7362899579,-0.0050207357,-0.0950817091,-0.1122205273
2021-06-25,0.0052538272,0.0067222448,0.0162907344,1.4221656398,1.2348419697,1.7645753965,0.0000000000,-0.0889986268,-0.0977579477
2021-06-28,-0.0087402874,-0.0101561733,0.0022503953,1.4097355035,1.2223007006,1.7685463886,-0.0087402874,-0.0982509147,-0.0957275465
2021-06-29,-0.0027484073,-0.0016131838,-0.0116562629,1.4058609761,1.2203289049,1.7479317469,-0.0114646728,-0.0997056017,-0.1062679839
2021-06-30,0.0031843442,0.0031721805,0.0064533692,1.4103377213,1.2242000084,1.7592117958,-0.0083168361,-0.0968497054,-0.1005004013
2021-07-01,0.0036191933,0.0100285157,0.0010764081,1.4154420061,1.2364769175,1.7611054256,-0.0047277430,-0.0877924484,-0.0995321726
2021-07-02,-0.0052354223,-0.0071726041,-0.0284046918,1.4080315695,1.2276081581,1.7110817687,-0.0099384136,-0.0943353521,-0.1251096838
2021-07-05,0.0079243688,0.0152294158,0.0009201126,1.4191893309,1.2463039131,1.7126561566,-0.0020928005,-0.0805426086,-0.1243046862
2021-07-06,0.0044210115,0.0037917574,-0.0005285509,1.4254635832,1.2510295952,1.7117509307,0.0000000000,-0.0770562492,-0.1247675357
2021-07-07,-0.0086795032,-0.0092547520,0.0112894791,1.4130912675,1.2394516266,1.7310757071,-0.0086795032,-0.0855978647,-0.1148866170
2021-07-08,-0.0169456250,-0.0200142296,-0.0101611522,1.3891455527,1.2146449571,1.7134859835,-0.0254780486,-0.1038989190,-0.1238803888
2021-07-09,-0.0030966140,-0.0051244035,-0.0036988111,1.3848439052,1.2084206263,1.7071481225,-0.0284957670,-0.1084909025,-0.1271209897
2021-07-12,-0.0106611536,-0.0133068791,0.0124812107,1.3700798716,1.1923403192,1.7284553979,-0.0388531228,-0.1203541062,-0.1162264029
2021-07-13,0.0147570596,0.0236581280,0.0018295018,1.3902982219,1.2205488591,1.7316176102,-0.0246694211,-0.0995433311,-0.1146095375
2021-07-14,-0.0149816644,-0.0180302864,-0.0114766750,1.3694692405,1.1985420136,1.7117443977,-0.0392814965,-0.1157788227,-0.1247708761
2021-07-15,0.0054485603,0.0060790172,0.0134520082,1.3769308763,1.2058279711,1.7347707974,-0.0340469637,-0.1104036270,-0.1129972867
2021-07-16,-0.0000632983,0.0021555346,-0.0110046223,1.3768437189,1.2084271750,1.7156803001,-0.0341081069,-0.1084860712,-0.1227584165
2021-07-19,-0.0052972887,-0.0025579910,0.0036747076,1.3695501802,1.2053360291,1.7219849236,-0.0392247152,-0.1107665558,-0.1195348101
2021-07-20,-0.0034368952,-0.0034641361,-0.0008801026,1.3648431797,1.2011605811,1.7204694001,-0.0425267992,-0.1138469815,-0.1203097099
2021-07-21,-0.0057602605,-0.0055969056,0.0068601958,1.3569813275,1.1944377986,1.7322721571,-0.0480420942,-0.1188066964,-0.1142748622
2021-07-22,0.0088824934,0.0107148296,0.0014986073,1.3690347052,1.2072359961,1.7348681528,-0.0395863344,-0.1093648603,-0.1129475081
2021-07-23,0.0018777968,0.0046223094,-0.0121363574,1.3716054742,1.2128162143,1.7138131728,-0.0377828727,-0.1052480691,-0.1237130942
2021-07-26,-0.0170494340,-0.0219589887,-0.0322110138,1.3482203772,1.1861839968,1.6586095129,-0.0541881301,-0.1248959167,-0.1519391838
2021-07-27,-0.0076308021,-0.0094823370,-0.0353249620,1.3379323743,1.1749362004,1.6000191949,-0.0614054333,-0.1331939485,-0.1818968999
2021-07-28,-0.0088777026,-0.0114574474,0.0019299086,1.3260546086,1.1614744306,1.6031070858,-0.0697379967,-0.1431253333,-0.1803180357
2021-07-29,-0.0007427738,0.0010645794,0.0188619532,1.3250696500,1.1627109124,1.6333448166,-0.0704289709,-0.1422131221,-0.1648572329
2021-07-30,0.0050350379,0.0090140682,-0.0080624507,1.3317414259,1.1731916678,1.6201760545,-0.0657485455,-0.1344809727,-0.1715905303
2021-08-02,0.0015327374,-0.0038759936,0.0254754068,1.3337826357,1.1686443845,1.6614506985,-0.0643165834,-0.1378357189,-0.1504864621
2021-08-03,-0.0013056135,-0.0058461008,0.0001464002,1.3320412312,1.1618123716,1.6616939352,-0.0655382243,-0.1428760182,-0.1503620931
2021-08-04,-0.0007345266,0.0025160564,0.0089958405,1.3310628115,1.1647355570,1.6766422689,-0.0662246113,-0.1407194460,-0.1427188860
2021-08-05,-0.0011568743,-0.0056982375,-0.0060611613,1.3295229391,1.1580986172,1.6664798697,-0.0673048721,-0.1456158307,-0.1479150050
